name,price,comnum,link 
 【正版现货】Python从菜鸟到高手 李宁 清华大学出版社 零基础入门学习Python python编程 从入门到实践,72.5,2,http://product.dangdang.com/1235583714.html
 PYTHON WEB自动化测试设计与实现 清华大学出版社,56.0,0,http://product.dangdang.com/1425159622.html
 Python算法教程 python语言编程入门书籍 Python程序设计教材Python基础教程 利用Python进行,69.0,0,http://product.dangdang.com/1425690230.html
 少儿培训编程课/少儿编程/少儿编程入门/乐高创意启蒙课程/信息学奥赛编程/智能机器人编程/编程语言Scratch/JS,1.0,9,http://product.dangdang.com/1373574025.html
 Python程序设计基础(第2版) 董付国 9787302490562 清华大学出版社教材系列,34.1,3,http://product.dangdang.com/1145300287.html
 【中商原版】Python编程快速上手：让繁琐工作自动化 英文原版 Automate the Boring Stuff,192.0,6,http://product.dangdang.com/1350561220.html
 Python网络数据采集,46.6,3202,http://product.dangdang.com/23928876.html
 利用Python进行数据分析 原书第2版 基础教程Python实践从入门到精通计算机数据分析数据科学大数据 pytho,118.0,0,http://product.dangdang.com/1425836530.html
 高教版Python语言程序设计冲刺试卷(含线上题库)（第2版）,39.5,47,http://product.dangdang.com/26486006.html
 Python绝技 运用Python成为*黑客python基础教程 python核心编程 计算机网络程序爬虫从入门到精通,79.0,2,http://product.dangdang.com/1172072014.html
 深度学习之PyTorch实战计算机视觉,62.4,305,http://product.dangdang.com/25278951.html
 利用Python进行数据分析(原书第2版) 机械工业出版社,70.2,7,http://product.dangdang.com/1369134829.html
 高教版Python语言程序设计冲刺试卷 含线上题库 全国计算机等级考试二级Python语言程序设计 高等教育出版社,35.0,30,http://product.dangdang.com/1442682620.html
 机器学习入门之道,46.6,469,http://product.dangdang.com/25274915.html
 PYTHON 3标准库 机械工业出版社,117.4,0,http://product.dangdang.com/1321105613.html
 零基础学Python python编程从入门到实践书籍零基础入门学习pyhton从入门到精通python语言程序设计基,75.0,5,http://product.dangdang.com/1380955210.html
 python基础教程 零基础学Python3.5编程从入门到实践 精通计算机程序设计pathon核心技术网络爬虫书籍,87.6,0,http://product.dangdang.com/1292033809.html
 Python数据分析与应用：从数据获取到可视化 黑马程序员 9787113251451 中国铁道出版社,38.0,0,http://product.dangdang.com/1376005236.html
 【上海速发】Python神经网络编程 深度学习 机器学习 人工智能书籍 深度学习入门AI圣经 神经网络机器学习方法 p,302.0,0,http://product.dangdang.com/1306755422.html
 Python程序设计基础 李东方 计算机 网络 python语言程序设计基础核心教程 python基础教程 pytho,33.8,0,http://product.dangdang.com/1343204836.html
 深度学习原理与实践,79.2,159,http://product.dangdang.com/25317017.html
 Python学习手册 原书第5版(2册)+Python爬虫开发与项目实战（python学习手册3册）python基础教,223.5,0,http://product.dangdang.com/1279162422.html
 现货正版】Python3爬虫、数据清洗与可视化实战+Python机器学习算法机器学习算法理论知识 python机器学习,76.7,2,http://product.dangdang.com/1108392119.html
 极客与团队：软件工程师的团队生存秘笈（Google研发主管、Google首席互联网专家、Samba核心开发者、Djan,19.5,475,http://product.dangdang.com/23196110.html
 【中商原版】Python编程：从入门到实践 英文原版 Python Crash Course Eric Matthes,255.0,1,http://product.dangdang.com/1350556920.html
 机器学习,46.6,86,http://product.dangdang.com/25321812.html
 笨办法学python3编程从入门到实践 python基础教程核心编程从入门到精通 笨方法学python视频程序设计教材,50.0,0,http://product.dangdang.com/1460880177.html
 python基础教程 零基础学Python3.5编程从入门到实践 精通计算机程序设计pathon核心技术网络爬虫书籍,87.0,4,http://product.dangdang.com/1115808114.html
 Python数据可视化编程实战 计算机编程语言 ry,33.8,0,http://product.dangdang.com/1246113017.html
 机器学习之路——Caffe、Keras、scikit-learn实战,70.3,631,http://product.dangdang.com/25120257.html
 爱上micro:bit,70.3,88,http://product.dangdang.com/25350156.html
 Python学习手册 原书第5版(2册) +利用Python进行数据分析(python学习手册套装3册)python编,253.5,0,http://product.dangdang.com/1279162122.html
 Python程序设计与算法基础教程 江红、余青松 9787302466833 清华大学出版社教材系列,41.0,8,http://product.dangdang.com/1238186476.html
" 【正版二手8成新】 Python计算与编程实践:多媒体方法(原书第2版) (美)古兹迪阿尔,(美)埃里克森 机械工业出",26.2,0,http://product.dangdang.com/1382005215.html
 scikit-learn机器学习：常用算法原理及编程实战,46.6,759,http://product.dangdang.com/25234323.html
 义博！小天才学Python+小天才学Python 教学指导共2本清华大学出版社,60.8,0,http://product.dangdang.com/1032519704.html
 疯狂Python讲义 李刚 9787121351976 电子工业出版社,82.6,0,http://product.dangdang.com/1413221715.html
 正版书籍 小天才学Python 刘思成 小朋友快速学python儿童少儿零基础入门学python语言,29.9,0,http://product.dangdang.com/1375866225.html
" 【预订】Python for Data Analysis: Data Wrangling with Pandas, N",398.0,0,http://product.dangdang.com/1247015176.html
 零基础学Python 正版 明日科技 9787569222258,48.18,0,http://product.dangdang.com/1486314639.html
 英文原版 Python编程 从入门到实践 Python Crash Course,240.0,2,http://product.dangdang.com/1009134899.html
 “笨办法”学Python(第3版),33.8,7822,http://product.dangdang.com/23594855.html
 【闪电发货】趣学Python 教孩子学编程 Python语言版 全彩印刷 少儿编程入门书 儿童编程书儿童编程入门教程,105.0,4,http://product.dangdang.com/1360232810.html
 Python基础教程（第2版）,38.8,7,http://product.dangdang.com/25334468.html
 Python与数据挖掘 机械工业出版社,29.3,3,http://product.dangdang.com/1011384447.html
 从零开始自己动手写区块链,54.5,58,http://product.dangdang.com/25580666.html
 Python程序设计,33.1,65,http://product.dangdang.com/23759719.html
 Python与数据科学,37.0,0,http://product.dangdang.com/1273234582.html
 【预订】How to Code 2.0: Pushing Your Skills Further with Pytho,157.13,0,http://product.dangdang.com/26657141.html
 Advanced Machine Learning with Python,146.0,0,http://product.dangdang.com/1900647574.html
 Mastering Object Oriented Python,137.99,0,http://product.dangdang.com/1900491141.html
" 【预订】Code This Game! Make Your Game Using Python, Then Break",213.71,0,http://product.dangdang.com/26653377.html
 Building Serverless Applications with Python,75.99,0,http://product.dangdang.com/1901083857.html
 Mastering Geospatial Analysis with Python,75.99,0,http://product.dangdang.com/1901083873.html
 Daniel Arbuckle’s Mastering Python,168.5,0,http://product.dangdang.com/1900769191.html
 【预订】Programming the Raspberry Pi: Getting Started with Pyth,128.31,0,http://product.dangdang.com/26478944.html
 【预订】Programming for Computations: Python: A Gentle Introduc,810.26,0,http://product.dangdang.com/27813297.html
 【预订】Markov Models: Understanding Markov Models and Unsuperv,184.44,0,http://product.dangdang.com/27795633.html
" 【预订】Scientific Database and Programming Examples Using PHP,",405.05,0,http://product.dangdang.com/27787631.html
 【预订】Data Structures and Algorithms in Python,3191.04,0,http://product.dangdang.com/27722879.html
 【预订】Programming Computer Vision with Python: Tools and Algo,513.11,0,http://product.dangdang.com/27785936.html
 【预订】Head First Programming: A Learner's Guide to Programmin,513.11,0,http://product.dangdang.com/27693485.html
 【预订】Introduction to Computation and Programming Using Pytho,675.35,0,http://product.dangdang.com/27656175.html
 【预订】The Definitive Guide to Jython: Python for the Java Pla,810.26,0,http://product.dangdang.com/27637274.html
" 【预订】Scientific Database and Programming Examples Using PHP,",224.96,0,http://product.dangdang.com/27545768.html
 【预订】Bioinformatics Programming Using Python,720.21,0,http://product.dangdang.com/27442617.html
 【预订】Natural Language Processing with Python,660.18,0,http://product.dangdang.com/27441057.html
 【预订】Regular Expression Pocket Reference: Regular Expression,170.94,0,http://product.dangdang.com/27435337.html
 【预订】Introduction to Tornado: Modern Web Applications with P,288.0,0,http://product.dangdang.com/27509746.html
 【预订】Rapid Web Applications with TurboGears: Using Python to,470.34,0,http://product.dangdang.com/27334703.html
 【预订】Practical Programming: An Introduction to Computer Scie,456.23,0,http://product.dangdang.com/27313815.html
 【预订】Reinforcement Learning with Python: Master Reinforcemen,150.68,0,http://product.dangdang.com/27306873.html
 【预订】Real World Instrumentation with Python: Automated Data,470.34,0,http://product.dangdang.com/27329604.html
 【预订】Introduction to Machine Learning with Python: A Guide f,720.21,0,http://product.dangdang.com/27311908.html
 【预订】Making Music with Computers: Creative Programming in Py,983.0,0,http://product.dangdang.com/27784745.html
 【预订】Programming the Intel Edison: Getting Started with Proc,186.09,0,http://product.dangdang.com/26478943.html
 【预订】A Primer on Process Mining: Practical Skills with Pytho,945.32,0,http://product.dangdang.com/27813371.html
 【预订】Data Science from Scratch: First Principles with Python,427.56,0,http://product.dangdang.com/27789645.html
 【预订】Getting Started with Beaglebone: Linux-Powered Electron,128.16,0,http://product.dangdang.com/27785977.html
 【预订】An Introduction to Sfc Models Using Python,134.46,0,http://product.dangdang.com/27719757.html
 【预订】Marketing Data Science: Modeling Techniques in Predicti,900.3,0,http://product.dangdang.com/27644575.html
 【预订】Physics of Oscillations and Waves: With Use of MATLAB a,1012.86,0,http://product.dangdang.com/27615441.html
" 【预订】Credit-Risk Modelling: Theoretical Foundations, Diagnos",1080.39,0,http://product.dangdang.com/27558964.html
 【预订】Large Scale Machine Learning with Python Complete Self-,1067.04,0,http://product.dangdang.com/27313339.html
 Mastering Predictive Analytics with Python,162.0,0,http://product.dangdang.com/1900647642.html
 Distributed Computing with Python,107.0,0,http://product.dangdang.com/1900581682.html
 Designing Machine Learning Systems with Python,138.0,0,http://product.dangdang.com/1900581678.html
 Learning Geospatial Analysis with Python - Second Edition,152.99,0,http://product.dangdang.com/1900535740.html
 Parallel Programming with Python,70.99,1,http://product.dangdang.com/1900491066.html
 Learning Data Mining with Python,137.99,0,http://product.dangdang.com/1900482334.html
 Scientific Computing with Python 3,162.0,1,http://product.dangdang.com/1900655261.html
 Mastering Data Mining with Python – Find patterns hidden in,162.0,0,http://product.dangdang.com/1900647629.html
 Mastering Social Media Mining with Python,146.0,0,http://product.dangdang.com/1900647589.html
 Learning Predictive Analytics with Python,152.99,0,http://product.dangdang.com/1900555285.html
 Geospatial Development By Example with Python,97.99,0,http://product.dangdang.com/1900555277.html
 Learning Penetration Testing with Python,152.99,0,http://product.dangdang.com/1900499387.html
 Mastering Probabilistic Graphical Models Using Python,137.99,0,http://product.dangdang.com/1900491427.html
 Building Probabilistic Graphical Models with Python,85.99,1,http://product.dangdang.com/1900491067.html
 Learning Geospatial Analysis with Python,152.99,0,http://product.dangdang.com/1900490323.html
 Building Machine Learning Systems with Python - Second Edit,152.99,3,http://product.dangdang.com/1900482367.html
 【预订】Teach Your Kids to Code: A Parent-Friendly Guide to Pyt,256.19,0,http://product.dangdang.com/27605313.html
 【预订】Eric Carle Ready-To-Read Value Pack: Have You Seen My C,136.58,0,http://product.dangdang.com/27325509.html
 Python学习手册 原书第5版(2册) 机械工业出版社,132.5,2,http://product.dangdang.com/1467013977.html
 Python应用编程丛书：Python实战编程：从零学Python,78.9,15,http://product.dangdang.com/25536959.html
 Python 新手学Django 2.0架站的16堂课（第2版）何敏煌、林亮昀 9787302523321清华大学出版,73.0,0,http://product.dangdang.com/1384799436.html
 轻量级Django,26.9,1498,http://product.dangdang.com/24101643.html
 Linux命令行与shell编程实战（第4版）,113.9,49,http://product.dangdang.com/25578477.html
 区域包邮从零开始学Python网络爬虫+用Python写网络爬虫+Python网络数据采集 机械工业出版社,131.0,13,http://product.dangdang.com/1334171096.html
 Effective Python Penetration Testing,130.0,0,http://product.dangdang.com/1900647518.html
 实用卷积神经网络：运用Python实现高级深度学习模型,30.0,0,http://product.dangdang.com/1901118428.html
 Learning Python Data Visualization,146.99,0,http://product.dangdang.com/1900491005.html
 像计算机科学家一样思考Python,31.36,1,http://product.dangdang.com/1900754185.html
 Mastering Python for Finance,152.99,1,http://product.dangdang.com/1900491333.html
 正版 数据结构 Python语言描述+Python程序设计 第3版（全2册）数据结构基础编程语法详解,111.1,0,http://product.dangdang.com/1237376021.html
 Expert Python Programming,137.99,0,http://product.dangdang.com/1900489989.html
 Learning Python Design Patterns - Second Edition,122.99,0,http://product.dangdang.com/1900555284.html
 Functional Python Programming,152.99,0,http://product.dangdang.com/1900491275.html
 数据科学导论：Python语言实现,20.0,8,http://product.dangdang.com/1900568893.html
 【预订】Dive Into Python,384.8,0,http://product.dangdang.com/27604997.html
 【预订】Dive Into Python 3,384.8,0,http://product.dangdang.com/27334099.html
 Learning Python Design Patterns,76.99,0,http://product.dangdang.com/1900490252.html
 Modern Python Cookbook,162.0,2,http://product.dangdang.com/1900671117.html
 Mastering Python Data Analysis,162.0,0,http://product.dangdang.com/1900647535.html
 Building Python Real-Time Applications with Storm,91.99,0,http://product.dangdang.com/1900535677.html
 Mastering Python Regular Expressions,76.99,0,http://product.dangdang.com/1900491201.html
 Mastering Python Networking,212.45,0,http://product.dangdang.com/1900769159.html
 京文！（区域包邮）TZ从零开始学Python程序设计9787111583813+Python数据分析与数据化运营978,140.5,0,http://product.dangdang.com/1397790296.html
 零基础入门学习Python 9787302438205 小甲鱼 清华大学出版社,49.5,0,http://product.dangdang.com/1380101416.html
 【预订】Beginning Python 2.6 and Pytho,342.02,0,http://product.dangdang.com/27673218.html
 【预订】The Quick Python Book,480.09,0,http://product.dangdang.com/27607224.html
 【预订】Advanced Python for Biologists,438.98,0,http://product.dangdang.com/27502979.html
 【预订】Beginning Python Visualization: Crafting Visual Transfo,648.18,0,http://product.dangdang.com/27521984.html
 【预订】Learning Python: Powerful Object-Oriented Programming,641.42,0,http://product.dangdang.com/27444190.html
 【预订】Head First Python: A Brain-Friendly Guide,513.11,0,http://product.dangdang.com/27402392.html
 【预订】Beginning Python: From Novice to Professional,427.56,0,http://product.dangdang.com/27399644.html
" 【预订】Fluent Python: Clear, Concise, and Effective Programmin",720.21,0,http://product.dangdang.com/27314607.html
 全2册 教孩子学编程python语言版+趣学Python少儿儿童编程入门教,82.0,0,http://product.dangdang.com/1406634324.html
 Mastering Python Forensics,97.99,0,http://product.dangdang.com/1900503138.html
 Mastering Python Data Visualization,134.99,0,http://product.dangdang.com/1900503139.html
 【预订】Gm-Monty Python Fluxx,165.09,0,http://product.dangdang.com/27808251.html
 像计算机科学家一样思考Python第2版 计算机 程序设计 编程语言+Python地理空间分析指南第2版 Python,128.0,0,http://product.dangdang.com/1214722887.html
 像计算机科学家一样思考Python(第2版) 人民邮电出版社,35.6,1,http://product.dangdang.com/1038544366.html
 【预订】Gray Hat Python: Python Programming for Hackers and Rev,569.54,0,http://product.dangdang.com/27362998.html
" 正版 面向ArcGIS的Python脚本编程 [美]Paul A. Zandbergen,李明巨 9787115370",27.9,0,http://product.dangdang.com/1069112804.html
 11招玩转网络安全 用python更安全,51.0,0,http://product.dangdang.com/1416879320.html
 Mastering Python Scientific Computing,122.99,0,http://product.dangdang.com/1900499348.html
 Mastering Python High Performance,122.99,0,http://product.dangdang.com/1900499330.html
 Spring Python 1.1,137.99,0,http://product.dangdang.com/1900489788.html
 Mastering Python Design Patterns,137.99,0,http://product.dangdang.com/1900482298.html
 Learning Python Network Programming,152.99,0,http://product.dangdang.com/1900482332.html
 Learning Python Application Development,146.0,0,http://product.dangdang.com/1900647647.html
 Mastering Python,123.0,0,http://product.dangdang.com/1900581717.html
 Learning Python Testing,122.99,0,http://product.dangdang.com/1900490879.html
 Mastering Python for Data Science,167.99,0,http://product.dangdang.com/1900482363.html
 【预订】I'm a Python Programmer,289.95,0,http://product.dangdang.com/26653382.html
 【预订】I'm a Python Programmer,94.1,0,http://product.dangdang.com/26477957.html
 正版促销中xz~Python数据处理（影印版） 9787564170035 杰奎琳·卡兹奥、凯瑟琳·嘉穆编 东南大学出,49.0,0,http://product.dangdang.com/1349580467.html
 预测分析建模：Python与R语言实现 Thomas W. Miller [美] 托马斯 W.米勒(Thomas W.,52.9,0,http://product.dangdang.com/1154500995.html
 Effective Python：编写高质量Python代码的59个有效方法 英文版 【正版书籍】,44.2,0,http://product.dangdang.com/1450245495.html
 ABAQUS Python二次开发攻略 CAE分析大系 苏景鹤 江丙云 9787115414533,43.7,0,http://product.dangdang.com/1430018322.html
 数据科学导论：Python语言实现 Alberto Boschetti (意)阿尔贝托·博斯凯蒂 9787111544,32.8,0,http://product.dangdang.com/1154508395.html
 机器学习系统设计:Python语言实现 (美)戴维·朱利安(David Julian) 著;李洋 译,38.4,0,http://product.dangdang.com/1432037647.html
 程序设计导论：Python语言实践（英文版） [美]罗伯特塞奇威克 9787111524014,93.7,0,http://product.dangdang.com/1154542595.html
 数据科学导论：Python语言实现（原书第2版）+数据科学R语言实践：面向计算推理与问题求解的案例研究法,178.0,0,http://product.dangdang.com/1435654787.html
 学习编程步 零基础上手Python开发+Python程序设计课,119.9,0,http://product.dangdang.com/1272753316.html
 11招玩转网络安全——用Python，更安全 正版,54.0,0,http://product.dangdang.com/1296838287.html
 NLTK基础教程 用NLTK和Python库构建机器学习应用,30.99,15,http://product.dangdang.com/1900722652.html
 Java/C/Python入门经典：Java编程思想 第4版+C Primer Plus第6版,197.0,0,http://product.dangdang.com/1414290630.html
 教孩子学编程+趣学Python+父与子的编程之旅 全3册 教孩子编程的图书 python编程入门教程 Python语言,179.8,0,http://product.dangdang.com/1473822423.html
 新版现货高教版Python语言程序设计冲刺试卷(含线上题库)第2版第,50.0,0,http://product.dangdang.com/1409252930.html
 AI的幕后英雄Python中小学人工智能精品课程系列AI上未来智造者,70.0,0,http://product.dangdang.com/1406601814.html
 大学计算机实践教程（Python语言版）python编程从入门到实践零基,22.4,0,http://product.dangdang.com/1406569424.html
 AI的幕后英雄Python中小学人工智能精品课程系列AI上未来智造者,70.0,0,http://product.dangdang.com/1406515814.html
 数据科学导论:PYTHON语言实现(原书第2版) 机械工业出版社,34.7,0,http://product.dangdang.com/1460380377.html
 【原版包邮二手9成新】PYTHON技术手册 马特利(MartelliA.) 东南大学出版社 9787564105761,77.0,0,http://product.dangdang.com/1283665014.html
 【二手正版正版9成新】Python UNIX 和Linux 系统管理指南,113.0,0,http://product.dangdang.com/1266418716.html
 【二手正版9成新】Python数据分析 [印尼]Ivan Idris 伊德里斯 人民邮电出版社 97871154112,53.0,0,http://product.dangdang.com/1445688416.html
 【二手正版9成新】Python面向对象编程指南 [美] Steven F. Lott 洛特 人民邮电出版社 97871,72.0,0,http://product.dangdang.com/1444810716.html
 【二手正版9成新】Python数据科学指南 印度 Gopi Subramanian 萨伯拉曼尼安 人民邮电出版社 97,76.0,0,http://product.dangdang.com/1444041416.html
 中学生可以这样学Python 9787302480396,22.2,0,http://product.dangdang.com/1397360622.html
" [正版图书-H] AI的幕后英雄：Python 中小学人工智能精品课程系列丛书 熊友军,王吉庆,黄劲松 9787567",46.2,0,http://product.dangdang.com/1393345488.html
" AI的幕后英雄—Python 熊友军,王吉庆,黄劲松 9787567585553",54.6,0,http://product.dangdang.com/1387756222.html
 跟着“小微”学Python,31.6,0,http://product.dangdang.com/1383414436.html
 AI的幕后英雄：Python 中小学人工智能精品课程系列丛书,56.7,0,http://product.dangdang.com/1383386936.html
" 计算机编程导论——Python程序设计 9787115329141 赵家刚,狄光智,吕丹桔 人民邮电出版社",49.8,0,http://product.dangdang.com/1379000616.html
 Effective Python:编写高质量Python代码的59个有效方法 9787111523550 [美]布雷特,59.0,0,http://product.dangdang.com/1378232216.html
 机器学习系统设计：Python语言实现 9787111569459 [美] 戴维·朱利安(David Julian),59.0,0,http://product.dangdang.com/1378084416.html
 机器人系统设计与制作：Python语言实现 9787111559603 郎坦·约瑟夫(Lentin Joseph) 机,59.0,0,http://product.dangdang.com/1378062716.html
 教孩子学编程 Python语言版 9787115416346 [美] Bryson Payne 人民邮电出版社,59.0,0,http://product.dangdang.com/1377962016.html
" 面向ArcGIS的Python脚本编程 9787115370198 [美]Paul A. Zandbergen,李明巨",49.0,0,http://product.dangdang.com/1377779716.html
 【二手旧书九成新】Python网络编程基础 /[美]高森（John 电子工业出版社,110.0,0,http://product.dangdang.com/1422999021.html
 基于ArcGIS的Python编程秘笈(第2版) 9787115438041 [美]Eric Pimpler 派普勒,69.0,0,http://product.dangdang.com/1376521816.html
 自动化平台测试开发：Python测试开发实战 9787121342905 邹辉 电子工业出版社,69.0,0,http://product.dangdang.com/1376485616.html
 预测分析建模：Python与R语言实现 9787111548874 [美] 托马斯 W.米勒(Thomas W. Mi,79.0,0,http://product.dangdang.com/1376091516.html
 跟着“小微”学Python（货号：A4) 9787567226746 苏州大学 编者:商治年,25.4,0,http://product.dangdang.com/1375726536.html
 [正版图书-QS]--数据科学实战手册 R+Python 9787115426758,32.5,0,http://product.dangdang.com/1375641188.html
 从芯片到云端：Python物联网全栈开发实践 9787121311277 刘凯 电子工业出版社,119.0,0,http://product.dangdang.com/1375248916.html
 二手8新正版{特价！}Python Crash Course（外文原版）,330.0,0,http://product.dangdang.com/1371813036.html
" 数据科学实战手册 R+Python 9787115426758 [美]Tony Ojeda,Sean Patrick",59.0,0,http://product.dangdang.com/1371768216.html
 新版现货高教版Python语言程序设计冲刺试卷(含线上题库)第2版第,50.0,0,http://product.dangdang.com/1371651024.html
 金融数量分析—基于Python编程 郑志勇 怀伟城 王玮珩 北京航空航天大学出版社 9787512427235【新华书,58.0,0,http://product.dangdang.com/1363930488.html
 中学生可以这样学Python*9787302480396 董付国、应根球,28.1,2,http://product.dangdang.com/1475714095.html
 Effective Python:编写高质量Python代码的59个有效方法 [美]布雷特·斯拉特金 机械工业出版社,59.0,0,http://product.dangdang.com/1363562188.html
 电子数据取证与Python方法 (美) Chet Hosmer (切特 霍斯默) 张俊 电子工业出版社 9787121,59.0,0,http://product.dangdang.com/1363408688.html
 数据科学导论：Python语言实现(原书第2版) [意]阿尔贝托·博斯凯蒂(Alberto Boschetti) 卢卡,59.0,0,http://product.dangdang.com/1362819188.html
 你也能看得懂的Python算法书 王硕 等 电子工业出版社 9787121352553【新华书店】,59.0,0,http://product.dangdang.com/1362710088.html
 机器学习系统设计：Python语言实现 [美] 戴维·朱利安(David Julian) 机械工业出版社 978711,59.0,0,http://product.dangdang.com/1362662088.html
 机器人系统设计与制作:Python语言实现 郎坦·约瑟夫(Lentin Joseph) 机械工业出版社 9787111,59.0,0,http://product.dangdang.com/1362645988.html
 深度学习入门 基于Python的理论与实现 斋藤康毅 人民邮电出版社 9787115485588【新华书店】,59.0,0,http://product.dangdang.com/1362580188.html
 教孩子学编程 Python语言版 [美] Bryson Payne 人民邮电出版社 9787115416346【新华书,59.0,0,http://product.dangdang.com/1362566288.html
 中学生可以这样学Python,37.4,0,http://product.dangdang.com/1362133348.html
 c正版现货 零起点Python大数据与量化交易 电子工业 吉林书店 ZSF吉林,99.5,0,http://product.dangdang.com/1472224747.html
 从问题到程序 用Python学编程和计算 裘宗燕 机械工业出版社 9787111564454【新华书店】,59.0,0,http://product.dangdang.com/1361937988.html
 【二手旧书9成新】Python学习手册：（第3版）【正版书 现货】 /[美]鲁特兹 著；侯,144.0,0,http://product.dangdang.com/1449784420.html
 【二手旧书9成新】Python Cookbook（第2版）中文版 /[美]马特利（Martelli A.） 编,84.0,0,http://product.dangdang.com/1445645120.html
" AI的幕后英雄—Python（货号：A4) 熊友军,王吉庆,黄劲松 9787567585553 华东师范大学出版社威尔",46.9,0,http://product.dangdang.com/1347092088.html
 中学生可以这样学Python,33.15,0,http://product.dangdang.com/1343749568.html
 学习编程步 零基础上手Python开发 [英] Rob Miles 曹瑜 郭俊凤 清华大学出版社 9787302502,79.8,0,http://product.dangdang.com/1342937388.html
 程序设计导论：Python语言实践(英文版) [美]罗伯特塞奇威克 机械工业出版社 9787111524014,139.0,0,http://product.dangdang.com/1342242988.html
 程序设计导论:Python语言实践 [美]罗伯特·塞奇威克(Robert Sedgew 机械工业出版社 9787111,79.0,0,http://product.dangdang.com/1341953988.html
 11招玩转网络安全——用Python 更安全 hstking 电子工业出版社 9787121341083,69.0,0,http://product.dangdang.com/1341807088.html
 营销数据科学:用R和Python进行预测分析的建模技术 [美]托马斯 W 米勒(Thomas W Miller) 机械,79.0,0,http://product.dangdang.com/1341733888.html
 预测分析建模:Python与R语言实现 [美] 托马斯 W 米勒(Thomas W Miller) 机械工业出版社 9,79.0,0,http://product.dangdang.com/1340842988.html
 图解数据结构--使用Python 吴灿铭 清华大学出版社 9787302495321,79.0,0,http://product.dangdang.com/1340820488.html
 基于ArcGIS的Python编程秘笈(第2版) [美]Eric Pimpler 派普勒 人民邮电出版社 978711,69.0,0,http://product.dangdang.com/1340240688.html
 3本 从零开始学Python网络爬虫+爬虫实战+Python数据抓取技术与实战 框架Scrapy安装配置 程序设计 计,186.0,0,http://product.dangdang.com/1446815113.html
 2册 量化投资:以Python 为工具+零起点Python大数据与量化交易2本书 Python量化投资基础入门书籍 量,189.0,0,http://product.dangdang.com/1445861915.html
 正版二手八成新 Python入门(影印版) （美）卢布诺维克东南大学出版社,35.6,0,http://product.dangdang.com/1436825115.html
 11招玩转网络安全 用python更安全+Web攻防之业务安全实战指南 2本,112.0,0,http://product.dangdang.com/1416881920.html
 【套装2本】深度学习入门 基于Python的理论与实现 Python神经网络编程 人工智能书籍 Python编程从入门,119.0,2,http://product.dangdang.com/1370999110.html
 面向ArcGIS的 Python 脚本编程 Python编程设计教程 Python代码处理数据 Python必备经典+,116.0,1,http://product.dangdang.com/1330732376.html
 [95新正版二手旧书] Effective Python:编写高质量Python代码的59个有效方法,34.2,0,http://product.dangdang.com/1428782911.html
 3本 量化投资 以Python为工具+零起点Python大数据与量化交易+零起点Python机器学习快速入门 数据分析,256.4,0,http://product.dangdang.com/1446084415.html
 【旧书二手书9成新】Python语言入门 9787508305806 /[美]Mark Lutz，[美]David A,239.0,0,http://product.dangdang.com/1366008029.html
 【二手旧书9成新】Python灰帽子——黑客与逆向工程师的Python编程之道 (美)塞兹 9787121129018,369.0,0,http://product.dangdang.com/1266089109.html
 MySQL for Python (Community Experience Distilled) [ISBN: 97,482.0,0,http://product.dangdang.com/1099796426.html
 正版现货 跟老齐学Python Django实战 Django开发实战教程书籍 Django网站开发前端框架技术应用书,69.0,2,http://product.dangdang.com/1088320317.html
 零基础学编程：树莓派和Python 计算机与互联网程语言与程序设计+ Ansible权威指南 学Ansible基础知识,104.9,0,http://product.dangdang.com/1268536816.html
 2019年3月高教版Python语言程序设计冲刺试卷含线上题库全国计,42.0,0,http://product.dangdang.com/1229192414.html
 中学生可以这样学Python( 货号:730248039),30.4,0,http://product.dangdang.com/1377274567.html
 正版现货 精通Python爬虫框架Scrapy python3 scrapy教程 Scrapy入门 数据抓取 软件架构,55.0,0,http://product.dangdang.com/1370955310.html
 中学生可以这样学Python 计算机网络 程序设计 中小学教辅 中小学阅读 课外阅读 计算机与,35.2,0,http://product.dangdang.com/1342583596.html
 从芯片到云端 Python物联网全栈开发实践 Python物联网全栈开发实践 python全栈开发教程书籍 +不能说的,215.0,0,http://product.dangdang.com/1038333479.html
 【预订】Effective Python: 53 Specific Ways to Write Better Pyth,298.0,1,http://product.dangdang.com/1179976349.html
 从芯片到云端：Python物联网全栈开发实践 9787121311277,65.5,0,http://product.dangdang.com/1459620913.html
 教孩子学编程 Python语言版+趣学Python+趣学JavaScript 教孩子学编程 零基础学编程入门教程书籍,142.56,0,http://product.dangdang.com/1403683229.html
 正版现货 零起点Python大数据与量化交易 大数据分析量化投资入门策略书籍+深度学习与计算机视觉 叶韵 编著 网络通,172.0,0,http://product.dangdang.com/1204039118.html
 正版现货 流畅的Python python数据分析代码大全入门到精通教程 Python开发基础教程核心编程语言程序设计,138.0,0,http://product.dangdang.com/1328272548.html
 正版现货 量化投资 以Python 为工具 思想策略 Python入门书籍+量化投资与对冲基金入门 金融投资书籍统计学,155.0,0,http://product.dangdang.com/1201183918.html
 【全2册】零基础入门学习Python+Python 3.0科学计算指南 李佳宇 零基础入门学习Python Pytho,99.0,0,http://product.dangdang.com/1401876679.html
 零基础入门学习Python Python3入门教程+Python贝叶斯分析 Python开发教程 Python3在爬虫,305.0,0,http://product.dangdang.com/1044902479.html
