name,price,comnum,link 
 【旧书二手书8新正版】零起点Python大数据与量化交易 何海群 9787121306594 电子工业出版社,179.0,0,http://product.dangdang.com/1408982989.html
 Python和HDF 5大数据应用,26.9,109,http://product.dangdang.com/23906336.html
 达人迷 Python趣味编程10例 Python入门到实践 Python编程初学指导书 青少年编程书籍 STEAM&创,84.73,1,http://product.dangdang.com/1340775121.html
 3本 Python基础教程+高级教程+核心编程 写网络爬虫 从入门到实践精通 机器学习人工智能深度学习开发 编程语言,286.0,0,http://product.dangdang.com/1412193722.html
 Python程序设计基础（第2版）,42.9,85,http://product.dangdang.com/25238171.html
 Python与Tkinter编程,49.5,0,http://product.dangdang.com/8710550.html
" 树莓派Python编程入门与实战（第2版）*9787115426703 [美] Richard Blum 勃鲁姆, C",48.5,0,http://product.dangdang.com/1174944795.html
 3本套python基础教程Python3.5编程从入门到实践Python神经网络,257.0,0,http://product.dangdang.com/1392060914.html
 正版 Python编程基础与案例集锦 中学版 中学生学习人工智能Python语言自学 Python基,36.3,0,http://product.dangdang.com/1437747688.html
 3本套 python基础教程 Python3.5编程从入门到实践 Python神经网络编程 网络爬虫开发实战计算机程序,256.0,0,http://product.dangdang.com/1098612814.html
 Python入门经典：以解决计算问题为导向的Python编程实践(美国密歇根州立大学专家亲自执笔，被美国多所知名高校采,54.5,1200,http://product.dangdang.com/22859773.html
 3本套 python基础教程 Python3.5编程从入门到实践 Python神经网络编程 网络爬虫开发实战计算机程序,256.0,0,http://product.dangdang.com/1463472613.html
" 正版二手九成新 高性能Python(影印版) （美）戈雷利克,（英）欧日沃尔德东南大学出版社",31.2,0,http://product.dangdang.com/1433300115.html
 达人迷Python趣味编程10例+青少年学Python,139.9,0,http://product.dangdang.com/1272745816.html
 全2册Python学习手册程序设计基础教程+人工智能书籍 python编程从入门到实践人工智能Agent互联网程序设计,220.0,0,http://product.dangdang.com/1289710322.html
 零起点Python大数据与量化交易+Python机器学习与量化投资+量化投资 以Python为工具+零起点Python,286.4,0,http://product.dangdang.com/1265444309.html
 2本套 Python编程入门到实践 流畅python 核心编程的基础教程书籍 python3.5计算机程序设计教材 网,228.0,0,http://product.dangdang.com/1098616914.html
 Python3 程式庫參考手冊,100.8,0,http://product.dangdang.com/23187904.html
 2本 Python数据处理 网络数据采集 python基础教程从入门到精通 计算机程序设计python数据抓取核心技术,158.0,0,http://product.dangdang.com/1098412114.html
 Python宝典,55.0,215,http://product.dangdang.com/23470267.html
 Python Cookbook 第三版（影印版）,77.4,33,http://product.dangdang.com/23443084.html
 Python编程初学者指南,40.7,198,http://product.dangdang.com/23592701.html
 Python开发技术详解（附光盘）,54.5,35,http://product.dangdang.com/20640414.html
 Python学习手册：第4版(数十万Python爱好者的入门必读之作，经典连续畅销最新版),102.6,7,http://product.dangdang.com/21053343.html
 Python UNIX 和Linux 系统管理指南,51.4,118,http://product.dangdang.com/20678461.html
 多元统计分析——R与Python的实现（基于R应用的统计学丛书）,39.8,0,http://product.dangdang.com/26911029.html
 Python开发实践教程（高等职业教育“十三五”规划教材）,18.7,37,http://product.dangdang.com/24178434.html
 Python Web开发 测试驱动方法,68.3,328,http://product.dangdang.com/23792587.html
 编程超有趣 奇妙Python轻松学 第1辑 超级简单的基础知识 人民邮电出版社,47.2,0,http://product.dangdang.com/1436014229.html
 Python网络编程攻略,31.0,528,http://product.dangdang.com/23604383.html
 Python学习手册,70.3,184,http://product.dangdang.com/20667966.html
 Python高级编程,35.6,10,http://product.dangdang.com/20750193.html
 6-18岁 | 人工智能编程课/少儿编程/少儿培训/儿童编程/编程语言/scratch/JS/C/C++/Python,388.0,11,http://product.dangdang.com/1460991716.html
 Python编程基础,18.8,2,http://product.dangdang.com/7403204.html
 Python编程与人工智能启蒙,25.2,0,http://product.dangdang.com/26491739.html
 Python 3面向对象编程,54.5,120,http://product.dangdang.com/23727586.html
 Python项目开发实战,41.2,280,http://product.dangdang.com/23797549.html
" Python语言程序设计（英文版,作者全新编写针对Python程序设计的权威教材）",59.3,94,http://product.dangdang.com/23215938.html
 【预订】Python for Data Science for Dummies,256.49,0,http://product.dangdang.com/25559036.html
 【预订】Python Web Programming,525.11,0,http://product.dangdang.com/27430918.html
 【正版图书-MLS】-∈Python语言程序设计（本科教材） 9787111620129 机械工业出版社 知礼图书专营,27.0,0,http://product.dangdang.com/1487005288.html
 精通Python设计模式[荷]萨基斯·卡萨姆帕里斯(Sakis Kasampalis)人民邮电出版社978711542,37.4,0,http://product.dangdang.com/1441178988.html
 利用Python进行数据分析(原书第2版)[美]韦斯麦金尼(Wes McKinney)机械工业出版社978711160,101.2,0,http://product.dangdang.com/1442631488.html
 玩转Python网络爬虫 9787302503286 黄永祥 清华大学出版社,69.0,0,http://product.dangdang.com/1477382316.html
" 基于Python的Google App Engine编程 9787519806811 [美]Dan,Sanderson",88.0,0,http://product.dangdang.com/1476815716.html
 用Python写网络爬虫第2版+Python 3网络爬虫开发实战+爬虫数据清洗与可视化实战+Python网络爬虫从入门,246.0,0,http://product.dangdang.com/1457194014.html
 利用Python进行数据分析 python基础教程 python核心编程学习手册 计算机网络程序爬虫从入门到精通实践,80.0,0,http://product.dangdang.com/1425707630.html
 基于Python的大数据分析基础及实战（货号：MLS） 9787517064992 水利水电出版社 余本国威尔文化图书,38.4,0,http://product.dangdang.com/1415626888.html
 精通Python编程三件套：Python基础教程 第3版+数据结构Python语,159.0,0,http://product.dangdang.com/1414309030.html
 用Python写网络爬虫 第2版 9787115479679 [德]凯瑟琳 雅姆尔(Katharine Jarmul),49.0,0,http://product.dangdang.com/1380165316.html
 趣学Python编程 9787115335951 Jason Briggs 人民邮电出版社,45.0,0,http://product.dangdang.com/1378943216.html
 精通Python爬虫框架Scrapy 9787115474209 [美]迪米特里奥斯 考奇斯-劳卡斯(Dimitrio,59.0,0,http://product.dangdang.com/1378770816.html
" 精通Python自然语言处理 9787115459688 [印度] Deepti Chopra, Nisheeth J",59.0,0,http://product.dangdang.com/1378007016.html
 精通Python网络爬虫：核心技术、框架与项目实战 9787111562085 韦玮 机械工业出版社,69.0,0,http://product.dangdang.com/1376811716.html
 我的Python世界 玩《Minecraft我的世界》学Python编程 9787115484345 程晨 人民邮电出,69.0,0,http://product.dangdang.com/1376510616.html
 自学Python 编程基础、科学计算及数据分析 9787111586678 李金 机械工业出版社,79.0,0,http://product.dangdang.com/1376100016.html
 易学Python 9787115335227 Anthony Briggs 人民邮电出版社,45.0,0,http://product.dangdang.com/1373536016.html
 精通Python自然语言处理 [印度] Deepti Chopra Nisheeth Joshi Iti 人民邮电出版,59.0,0,http://product.dangdang.com/1362605788.html
 精通Python网络爬虫：核心技术 框架与项目实战 韦玮 机械工业出版社 9787111562085【新华书店】,69.0,0,http://product.dangdang.com/1358348688.html
 玩转Python网络爬虫 黄永祥 清华大学出版社 9787302503286,69.0,0,http://product.dangdang.com/1342084388.html
 利用Python开源工具分析恶意代码 [韩]赵涏元等 人民邮电出版社 9787115472984,99.0,0,http://product.dangdang.com/1341852388.html
 我的Python世界 玩《Minecraft我的世界》学Python编程 程晨 人民邮电出版社 97871154843,69.0,0,http://product.dangdang.com/1341473788.html
 自学Python 编程基础 科学计算及数据分析 李金 机械工业出版社 9787111586678,79.0,0,http://product.dangdang.com/1341146988.html
 我的Python世界 玩《Minecraft我的世界》学Python编程9787115484345 程晨 人民邮电出版,41.4,0,http://product.dangdang.com/1423853587.html
 趣学Python 教孩子学编程 少儿编程入门书 计算机知识 轻松有趣地掌握+精通Python设计模式 人民邮电出版社,92.5,0,http://product.dangdang.com/1268525116.html
 精通Python网络爬虫核心技术、框架与项目实战/计算机/信息安全/Python/核心技术/框架/实战书籍 计算机编程,65.69,0,http://product.dangdang.com/1340666621.html
 精通Python设计模式给Python初学者的设计模式入门书籍+ Spring源码深度解析 java编程教材 Spri,112.0,0,http://product.dangdang.com/1202955018.html
 利用Python开源工具分析恶意代码*9787115472984 [韩]赵涏元等,69.8,0,http://product.dangdang.com/1170138298.html
 精通Python设计模式*9787115428035 [荷]萨基斯·卡萨姆帕里斯(Sakis Kasampalis),31.5,0,http://product.dangdang.com/1174946895.html
 【RT3】面向设计师的编程设计知识系统PADKS--学习Python做个有编程能力的设计师 包瑞清 江苏科学技术出版社,138.0,0,http://product.dangdang.com/1088789076.html
 A Python Primer for ArcGIS?? [ISBN: 978-1466274594],415.0,0,http://product.dangdang.com/1070850726.html
" 利用Python进行数据分析 (美)麦金尼,唐学韬 机械工业出版社 9787111436737",89.0,0,http://product.dangdang.com/1063195088.html
 正版 利用Python进行数据分析 python数据分析 python基础教程 企业数据分析 Python语言和库 程,88.0,0,http://product.dangdang.com/1047856304.html
 精通Python自然语言处理 python自然语言编程指南+ Photoshop CS6从入门到精通 python程序,118.8,0,http://product.dangdang.com/1044319279.html
" 面向自然语言处理的深度学习：用Python创建神经网络 [印] 帕拉什·戈雅尔（Palash Goyal）,苏米特·潘",50.4,0,http://product.dangdang.com/1329855236.html
 高教2019年版计算机等级考试二级Python语言程序设计冲刺试卷第2版+公共基础知识 2本,48.6,9,http://product.dangdang.com/1274082399.html
" 计算机编程导论——Python程序设计 赵家刚,狄光智,吕丹桔 9787115329141",34.4,5,http://product.dangdang.com/1174375295.html
 2019年版计算机等级考试二级Python语言程序设计+公共基础知识 2本,50.9,30,http://product.dangdang.com/1171047399.html
 正版 你也能看得懂的Python算法书 数据结构与算法 python python算法教程 python基础教程 py,39.8,0,http://product.dangdang.com/1132716614.html
 数据结构与算法 Python语言实现 机械工业出版社,75.2,3,http://product.dangdang.com/1124533913.html
 教孩子学编程Python语言版+趣学Python 教孩子学编程 全2册 程序设计书籍 python从入门到实践 pyt,98.0,0,http://product.dangdang.com/1306303115.html
 笨办法学python3编程从入门到实践 python基础教程核心编程从入门到精通 笨方法学python视频程序设计教材,59.0,0,http://product.dangdang.com/1179320614.html
 数据科学实战手册:R+Python (美)托尼·奥杰德(Tony Ojeda) 等 著;郝智恒 等 译,41.9,11,http://product.dangdang.com/1266215592.html
 【现货】英文原版 趣学Python：教孩子学编程 Python for Kids: A Playful Introdu,208.0,1,http://product.dangdang.com/1434884787.html
 数据结构 Python语言描述（本科教材）（货号：M) [美] Kenneth A. Lambert 兰伯特 9787,38.0,0,http://product.dangdang.com/1377807988.html
 Raspberry Pi编程指南 第2版 基于Python的游戏编程与机器人制作,33.8,87,http://product.dangdang.com/24175145.html
 正版 Python 3.7从零开始学笨方法学python编程快速上手从入门到,72.8,0,http://product.dangdang.com/1436290089.html
 高教版Python语言程序设计冲刺试卷 含线上题库 第2版 黄天羽 李芬芬 高等教育出版社 计算机等级考试,35.0,1,http://product.dangdang.com/1215556514.html
 零起点Python大数据与量化交易+量化投资：以Python为工具 金融科技丛书 量化投资Python实战入门教程书籍,148.0,164,http://product.dangdang.com/1040757290.html
 义博！ Python数据可视化之matplotlib实践+Python数据可视化编程实战 第2二版,97.6,0,http://product.dangdang.com/1210280310.html
 【全3册】零起点Python大数据与量化交易+零起点TensorFlow与量化交易+MXNet神经网络与量化投资 量化,246.0,0,http://product.dangdang.com/1361006416.html
 套装2本Python神经网络编程 deep learning Python深度学习中文,165.9,0,http://product.dangdang.com/1106185714.html
 【赠配套视频】笨办法学python 基础教程 第3版 精通核心编程语言书籍 计算机程序设计从零到入门到实践手册 自学习,46.8,3,http://product.dangdang.com/1489361848.html
" 二手学习Python 第3版 卢茨(Lutz,M) 东南大学出版社 97875641124",32.6,0,http://product.dangdang.com/1423839916.html
 义博！Python全栈开发实践入门+Python网络爬虫从入门到实践 正版图书 共2本,88.5,0,http://product.dangdang.com/1033382985.html
 义博！Python 3爬虫 数据清洗与可视化实战+Python数据分析入门 从数据获取到可视化 共2册,108.0,2,http://product.dangdang.com/1464274767.html
 跟老齐学Python:Django实战 Django框架应用技术 Python网站开发知识图书+Python与量化投资,148.9,1,http://product.dangdang.com/1268550016.html
 笨办法学Python3 python基础教程编程入门 编程python视频教程python书籍 python核心编程编,56.17,1,http://product.dangdang.com/1340868221.html
 零起点Python大数据与量化交易+量化投资：以Python为工具 金融科技丛书 套装共2册,158.0,16,http://product.dangdang.com/1052185060.html
 Python标准库（全球资深Python专家Doug Hellmann亲自执笔，Python语言的核心开发人员Jess,95.9,580,http://product.dangdang.com/22787090.html
 Python网络数据爬取及分析从入门到精通(爬取篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥) 978751242,59.8,0,http://product.dangdang.com/1353726725.html
 Python网络数据爬取及分析从入门到精通(分析篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥) 978751242,59.8,0,http://product.dangdang.com/1353726625.html
 【全2册】Python编程 从入门到实践+笨办法学Python 3 绝技核心编程基础视频教程网络爬虫,121.4,0,http://product.dangdang.com/1353670125.html
 Python Scripting for ArcGIS,628.0,0,http://product.dangdang.com/1226501120.html
 【HW】Python袖珍指南-第5版,31.2,0,http://product.dangdang.com/1348737315.html
 Python极客项目编程 python核心编程基础教程书籍 python编程语言从入门到精通 python学习手册 P,61.0,0,http://product.dangdang.com/1340910921.html
 Python高手之路（第3版）Python编程入门教程 Python 3编程指南 Python程序设计教程书籍 Ope,48.62,0,http://product.dangdang.com/1340896021.html
 Python物理学高效计算 以Python代码为例将Python应用于物理领域的实践指南 自学Python编程入门教程,106.08,0,http://product.dangdang.com/1340643521.html
 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法 轻松实现高效数据处理 Python数,87.52,0,http://product.dangdang.com/1340576021.html
 Python数据科学手册 Python数据分析计算教程书籍 NumPy数据存储 Python编程教程 Python机器,103.77,0,http://product.dangdang.com/1340574821.html
 python机器学习 塞巴斯蒂安·拉施卡 机器学习实战 python与人工智能 深度学习中文版deep learnin,95.16,0,http://product.dangdang.com/1340532821.html
 Python基础教程 python基础指南 刘浪 pyhton从入门到精通零基础学编程python基础学习手册程序设计,46.58,0,http://product.dangdang.com/1340524021.html
 Python游戏编程入门 Python语言编程教程 程序设计书籍 +全新正版 趣学JavaScript-教孩子学编程,105.0,0,http://product.dangdang.com/1196936818.html
 【预订】Python in a Nutshell: A Desktop Quick Reference 9781449,731.0,0,http://product.dangdang.com/1312821449.html
 Python 2.1 Bible [ISBN: 978-0764548079],617.0,0,http://product.dangdang.com/1193280226.html
" 【预订】Python for Everyone, Second Edition Interactive Ebook E",474.0,0,http://product.dangdang.com/1305980949.html
 Python神经网络编程 深度学习 机器学习 人工智能书籍 深度学习入门 AI圣经 神经网络机器学习方法 python,320.0,1,http://product.dangdang.com/1299026415.html
 【全4册】python学习手册 第四版+流畅的Python+Python编程之美 佳实践指南学习+Python核心编程,432.0,0,http://product.dangdang.com/1297218113.html
 Python: The Complete Reference [ISBN: 978-0072127188],530.0,0,http://product.dangdang.com/1182414326.html
 Python 程序设计 祁瑞华 郑旭红 清华大学出版社 9787302498087,39.0,0,http://product.dangdang.com/1181260488.html
 Python程序设计案例课堂 刘春茂 裴雨龙 展娜娜 清华大学出版社 9787302483922,69.0,0,http://product.dangdang.com/1181190688.html
 Python 3 5从零开始学 刘宇宙 清华大学出版社 9787302475965,59.0,0,http://product.dangdang.com/1180363888.html
 Python程序设计开发宝典 董付国 清华大学出版社 9787302472100,69.0,0,http://product.dangdang.com/1180315188.html
 Python程序设计—从基础到开发 夏敏捷 杨关 张慧档 张慎武 宋宝卫 清华大学出版社 9787302472551,49.0,0,http://product.dangdang.com/1180319788.html
 Python新手使用Django架站的16堂课 何敏煌 清华大学出版社 9787302467410,89.0,0,http://product.dangdang.com/1180257188.html
 Python程序设计与算法基础教程 江红 余青松 清华大学出版社 9787302466833,59.0,0,http://product.dangdang.com/1180249588.html
 Python Web开发实战 正版 董伟明 9787121297335,66.76,0,http://product.dangdang.com/1025113904.html
 【预订】Python Essential Reference,322.0,0,http://product.dangdang.com/1289146923.html
 【预订】Python Web Programming,476.0,0,http://product.dangdang.com/1289146823.html
 Python编程入门 全3册 Python编程从入门到实践 零基础学习Python Python基础教程程序设计教材计,238.0,0,http://product.dangdang.com/1171839914.html
 Python核心编程第3版+零基础入门学习Python 全2册 python入门到精通 python编程入门基础手册J,128.0,0,http://product.dangdang.com/1275369315.html
 Python程序设计*9787115469304 王学军 胡畅霞 韩艳峰,29.4,0,http://product.dangdang.com/1170139898.html
 【预订】Python 9780763663964,145.0,0,http://product.dangdang.com/1169837466.html
" Python in a Nutshell, Second Edition (In a Nutshell) [ISBN:",386.0,0,http://product.dangdang.com/1167339226.html
 【预订】Python Testing,332.0,0,http://product.dangdang.com/1261398229.html
 【预订】Python Projects,319.0,0,http://product.dangdang.com/1261403029.html
 【预订】Python for Beginners,198.0,0,http://product.dangdang.com/1251370829.html
 【预订】Python: Parts A & B [With CDROM],1569.0,0,http://product.dangdang.com/1246953909.html
 【预订】Python Geo-Spatial Development,572.0,0,http://product.dangdang.com/1148967708.html
 Python网络数据爬取及分析从入门到精通(分析篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥),43.7,0,http://product.dangdang.com/1245106915.html
 Python网络数据爬取及分析从入门到精通(爬取篇)(内容讲解专业但不晦涩，实例分析实际但不枯燥),43.7,0,http://product.dangdang.com/1245106815.html
 Python和HDF 5大数据应用+贝叶斯思维 统计建模的Python学习法,88.0,0,http://product.dangdang.com/1241782187.html
 Python Web Development with Django [ISBN: 978-0132356138],482.0,0,http://product.dangdang.com/1140413626.html
 Python金融实战 Python在金融行业中应用技巧 Python基础入门 Python从入门到精通 Python程,156.0,0,http://product.dangdang.com/1231598615.html
 Python程序设计第一课,33.81,0,http://product.dangdang.com/1224914889.html
 Python基础教程+Python科学计算基础教程 数据 程序设计 大数据,94.0,0,http://product.dangdang.com/1214269087.html
 Python神经网络编程 深度学习机器学习人工智能书籍 神经网络编程入门教程书+Python程序设计 第3版 编程入门,132.0,0,http://product.dangdang.com/1204256687.html
 Python与量化投资：从基础到实战 王小川等 9787121338571睿智启图书,68.3,0,http://product.dangdang.com/1131069115.html
 【预订】Python: Pocket Primer,259.0,0,http://product.dangdang.com/1193697539.html
 Python程序设计 黄锐军 9787040493726 高等教育出版社教材系列,29.6,0,http://product.dangdang.com/1191468099.html
 Python网络编程 第3版 利用Python轻松快速打造网络应用程序 Python 3示例讲解+Python 3程序,148.0,0,http://product.dangdang.com/1191305587.html
 Python编程导论 第2版 Python 3 MIT热门MOOC教材 计算机科学基础知识 用计算思维解决问题+Pyt,111.0,0,http://product.dangdang.com/1190929787.html
 【预订】Python Recipes Handbook 9781484202425,347.0,0,http://product.dangdang.com/1185117449.html
 【预订】Python De*ors 9781484225042,174.0,0,http://product.dangdang.com/1185104149.html
 Python Scripting for Computational Science (Texts in Comput,674.0,0,http://product.dangdang.com/1101439326.html
" 【预订】Python for Probability, Statistics, and Machine Learnin",1381.0,0,http://product.dangdang.com/1184073149.html
 【预订】Python for Signal Processing: Featuring Ipython Noteboo,1262.0,0,http://product.dangdang.com/1183744749.html
 【预订】Python for Signal Processing 9783319013411,1268.0,0,http://product.dangdang.com/1182455349.html
 【预订】Python Programming for Biology 9780521895835,1479.0,0,http://product.dangdang.com/1181411049.html
 【预订】Python For ArcGIS 9783319183978,1149.0,0,http://product.dangdang.com/1181377349.html
 Python Programming Fundamentals (Undergraduate Topics in Co,385.0,0,http://product.dangdang.com/1099614626.html
 Python 2.6 Graphics Cookbook [ISBN: 978-1849513845],434.0,0,http://product.dangdang.com/1099598426.html
" 【预订】Python Programming Fundamentals, 2/e 9781447166412",577.0,0,http://product.dangdang.com/1180736549.html
 【预订】Python Data Analytics 9781484209592,585.0,0,http://product.dangdang.com/1179567249.html
 【预订】Python Programming for Biology 9780521720090,812.0,0,http://product.dangdang.com/1179464049.html
 Python 数据处理 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 python视频编程从入门到,99.0,0,http://product.dangdang.com/1098565714.html
 正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程 python学习,79.0,0,http://product.dangdang.com/1098539114.html
 Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书Python快速入门Python编程实用指南,69.0,0,http://product.dangdang.com/1098417714.html
 正版现货 Python编程入门(第3版) python3爬虫数据分析核心编程教程书籍 python学习手册 基础教程,39.0,0,http://product.dangdang.com/1098377314.html
 Python应用编程丛书-解析Python网络爬虫-核心技术、Scrapy框.. 正版 黑马程序员 978711324,51.48,0,http://product.dangdang.com/1098373104.html
 【预订】Python for Scientists&nbsp;9781107686427,506.0,0,http://product.dangdang.com/1178359929.html
" Python机器学习实践指南*9787115449061 Alexander,T.,Combs；黄申",48.5,7,http://product.dangdang.com/1174974995.html
 Python数据分析实战*9787115432209 【意】内利(Fabio Nelli),41.4,2,http://product.dangdang.com/1174952995.html
 Python性能分析与优化*9787115424228 [乌拉圭] 多格里奥(Fernando Doglio),31.5,2,http://product.dangdang.com/1174942795.html
 Python密码学编程*9787115424297 [美] Al Sweigart 斯维加特,48.5,0,http://product.dangdang.com/1174942895.html
 Python面向对象编程指南*9787115405586 [美] Steven F. Lott 洛特,55.6,0,http://product.dangdang.com/1174913395.html
 Python Cookbook-第3版-中文版,91.8,7,http://product.dangdang.com/1174646741.html
 Python/Piton (Killer Snakes/Serpientes Asesinas) [ISBN: 978,218.0,0,http://product.dangdang.com/1095644826.html
 【预订】Python for Scientists,1072.0,0,http://product.dangdang.com/1172948829.html
 【预订】Python 101,285.0,0,http://product.dangdang.com/1172063729.html
 【预订】Python Network Programming Cookbook,578.0,0,http://product.dangdang.com/1169670239.html
 Python Text Processing with NLTK 2.0 Cookbook: LITE Edition,193.0,0,http://product.dangdang.com/1092343826.html
 Python Testing Cookbook [ISBN: 978-1849514668],434.0,0,http://product.dangdang.com/1091492626.html
 Python 3 Web Development Beginner's Guide [ISBN: 978-184951,434.0,0,http://product.dangdang.com/1091488726.html
 Python Interview Questions You'll Most Likely Be Asked [ISB,193.0,0,http://product.dangdang.com/1090886026.html
" Python程序设计/21世纪高等教育计算机规划教材 卫颜俊,仇国巍,郑义；赵英良 9787115418340",28.5,0,http://product.dangdang.com/1156413397.html
 【预订】Python for Secret Agents,364.0,0,http://product.dangdang.com/1154572839.html
 【预订】Python Data Visualization Cookbook,518.0,0,http://product.dangdang.com/1154118439.html
 【预订】Python 3 Text Processing with Nltk 3 Cookbook,582.0,0,http://product.dangdang.com/1154107839.html
" 【预订】Python Geospatial Development, Second Edition",655.0,0,http://product.dangdang.com/1154124539.html
 【预订】Python for Finance,587.0,0,http://product.dangdang.com/1153119139.html
 【预订】Python Tools for Visual Studio,346.0,0,http://product.dangdang.com/1153063839.html
 【预订】Python High Performance Programming,383.0,0,http://product.dangdang.com/1153063539.html
 Python高性能编程 [美] Micha Gorelick 戈雷利克 Ian Ozsvald 欧日沃尔 人民邮电出版,79.0,0,http://product.dangdang.com/1086094988.html
 【预订】Python Programming: The Ultimate Beginner’s Guide to Le,157.0,0,http://product.dangdang.com/1149596899.html
 【预订】Python Programming for Beginners: Python Programming La,119.0,0,http://product.dangdang.com/1149429739.html
 【预订】Python Programming Techniques: The Art of Coding and Pr,119.0,0,http://product.dangdang.com/1148359839.html
 【预订】Python Programming Techniques: The Art of Coding and Pr,119.0,0,http://product.dangdang.com/1148331439.html
 Python基础教程-第2版.修订版,67.15,7,http://product.dangdang.com/1145074241.html
 【预订】Python for Everyone,805.0,0,http://product.dangdang.com/1080887946.html
 Python desde Cero: Una forma fácil y divertida de programar,945.0,0,http://product.dangdang.com/1078877026.html
 【预订】Python Programming for Raspberry Pi - Sams Teach Yourse,279.0,0,http://product.dangdang.com/1131160629.html
 Python for Signal Processing: Featuring IPython Notebooks [,1147.0,0,http://product.dangdang.com/1077199726.html
" 【预订】Python in 24 Hours, Sams Teach Yourself",266.0,0,http://product.dangdang.com/1123917729.html
 Python程序设计基础(普通高等教育十三五规划教材),35.1,0,http://product.dangdang.com/1107333789.html
 Python程序设计入门 吕云翔、孟爻 9787302501473 清华大学出版社教材系列,27.1,0,http://product.dangdang.com/1105359699.html
 【预订】Python: Visual QuickStart Guide,265.0,0,http://product.dangdang.com/1104812529.html
 【预订】Python in Practice: Create Better Programs Using Concur,440.0,0,http://product.dangdang.com/1104777629.html
 【预订】Python Forensics: A Workbench for Inventing and Sharing,902.0,0,http://product.dangdang.com/1100674729.html
 华章程序员书库 Python编程实战：运用设计模式 并发和程序库创建高质量程序 [美] Mark Summerfiel,69.0,0,http://product.dangdang.com/1063562788.html
 Python核心编程 第3版 [美]卫斯理 春(Wesley Chun) 人民邮电出版社 9787115414779,99.0,0,http://product.dangdang.com/1063515188.html
" Python金融大数据分析 （德）希尔皮斯科,姚军 人民邮电出版社 9787115404459",99.0,0,http://product.dangdang.com/1061818688.html
 Python数据分析与挖掘实战 Python核心编程 Python语言开发入门教程 Python编程指南 Python,63.0,0,http://product.dangdang.com/1048820904.html
 【预订】Python for the Busy Java Developer 9781484232330,290.0,0,http://product.dangdang.com/1065223099.html
 【预订】Python Artificial Intelligence Projects for Beginners 9,329.0,0,http://product.dangdang.com/1065089599.html
 【预订】Python Machine Learning: Introduction to Machine Learni,143.0,0,http://product.dangdang.com/1065044099.html
 【预订】Python Web Scraping Cookbook 9781787285217,534.0,0,http://product.dangdang.com/1064987099.html
 【预订】Python 2 and 3 Compatibility 9781484229545,297.0,0,http://product.dangdang.com/1064986999.html
 【预订】Python Machine Learning: Beginner’s Guide to Get You St,145.0,0,http://product.dangdang.com/1064954599.html
 【预订】Python and Algorithmic Thinking for the Complete Beginn,429.0,0,http://product.dangdang.com/1064908499.html
 机器人Python极客编程入门与实战 9787121322921 Python极客团队 电子工业出版社,59.0,0,http://product.dangdang.com/1378056116.html
 零起点Python机器学习快速入门 9787121311413 何海群 电子工业出版社,59.0,0,http://product.dangdang.com/1378034116.html
 跟老齐学Python：轻松入门 9787121306624 齐伟著 电子工业出版社,59.0,0,http://product.dangdang.com/1377999516.html
 机器人Python青少年编程开发实例 史向东 9787121335396,33.6,0,http://product.dangdang.com/1139404489.html
 深入浅出Python机器学习 9787302503231 段小手 清华大学出版社,69.0,0,http://product.dangdang.com/1377342516.html
" 树莓派Python编程入门与实战(第2版) 9787115426703 [美] Richard Blum 勃鲁姆, C",69.0,0,http://product.dangdang.com/1376500916.html
 跟老齐学Python：Django实战 9787121325724 齐伟著 电子工业出版社,69.0,0,http://product.dangdang.com/1376460616.html
 青少年学Python 9787115483577 [希]阿里斯提德·波拉斯(Aristides S. Bouras ),79.0,0,http://product.dangdang.com/1376105816.html
 虫术——Python绝技 9787121344565 梁睿坤 电子工业出版社,99.0,0,http://product.dangdang.com/1375593716.html
 零起点Python足彩大数据与机器学习实盘分析 9787121310744 何海群 电子工业出版社,99.0,0,http://product.dangdang.com/1375582116.html
 流畅的Python 9787115454157 [巴西]卢西亚诺·拉马略(Luciano Ramalho) 人民邮电出,139.0,0,http://product.dangdang.com/1374971216.html
 语料库与python应用 语料库翻译学文库 管新潮 上海交通大学出版社 9787313197481,58.0,0,http://product.dangdang.com/1365505788.html
 机器人Python青少年编程开发实例 史向东 电子工业出版社 9787121335396【新华书店】,59.0,0,http://product.dangdang.com/1362726988.html
 机器人Python极客编程入门与实战 Python极客团队 电子工业出版社 9787121322921【新华书店】,59.0,0,http://product.dangdang.com/1362641888.html
 零起点Python机器学习快速入门 何海群 电子工业出版社 9787121311413【新华书店】,59.0,0,http://product.dangdang.com/1362625488.html
 跟老齐学Python：轻松入门 齐伟著 电子工业出版社 9787121306624【新华书店】,59.0,0,http://product.dangdang.com/1362602488.html
 高教版Python语言程序设计冲刺试卷(含线上题库)-(第2版),41.5,0,http://product.dangdang.com/1302044799.html
 深入浅出Python机器学习 段小手 清华大学出版社 9787302503231【新华书店】,69.0,0,http://product.dangdang.com/1360461288.html
